Rain [mm/h];Snow [mm/h]
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.08750000000000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.07700000000000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.07700000000000001
0.0;0.19582608695652176
0.0;0.09791304347826088
0.0;0.0
0.0;0.0
0.0;0.19582608695652176
0.0;0.4895652173913043
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;1.1749565217391305
0.0;0.09791304347826088
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.238
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.037731421568627445;0.16151040849673204
0.03418641130718954;0.16505541875816995
0.037797669477124186;0.1614441605882353
0.09889816529411767;0.4988273249019608
0.1529604434640523;0.843248706862745
0.24337389542483656;1.1513189150326797
0.3191510425490196;1.0755417679084966
0.3809503790849673;1.2129842614379085
0.4942512381699346;1.0996834023529412
0.34356763071895424;0.6526415196078431
0.39897254977124186;0.6968575155882354
0.5277916078431373;0.6676593725490196
0.7040334591503268;0.5910384362745098
0.653936591503268;0.4418934738562092
0.3060852614379085;0.19201931372549016
0.15214579343137255;0.14671695166666668
0.17016945843137254;0.2283142016993464
0.06460416339869281;0.13463766666666668
0.13270766666666667;0.36595900000000003
0.034058933333333326;0.16540773333333336
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.3223927373333333;0.3757405959999999
0.910763304;0.8844366960000001
1.5494550719999998;0.844144928
1.7991457;0.6941876333333332
1.9150899386666667;0.677976728
2.3185008000000003;0.37429920000000005
2.209951289333333;0.08391537733333324
2.2938666666666663;0.0
3.1929569377990434;0.0
2.993397129186603;0.0
1.3969186602870813;0.0
1.9955980861244018;0.0
1.2486112984210527;0.14830736186602866
1.3871901196172247;0.608407966507177
1.3887055269138757;1.1057920807416266
0.5686818448564593;0.9280167197368422
0.6863757342822965;1.6085620647607655
0.4168804401913876;1.179598028708134
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.3287839958333333;0.13288267083333336
0.27467597;0.09465736333333336
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.093125;0.0
0.093125;0.0
0.0;0.0
0.0;0.0
0.838125;0.0
0.93125;0.0
0.279375;0.0
0.465625;0.0
1.024375;0.0
0.465625;0.0
0.651875;0.0
0.279375;0.0
0.0;0.0
0.745;0.0
1.024375;0.0
0.279375;0.0
0.093125;0.0
0.18625;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09467708333333333;0.0
0.0;0.0
0.09467708333333333;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.1893541666666667;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09467708333333333;0.0
0.6627395833333333;0.0
0.28403125;0.0
0.1893541666666667;0.0
0.9467708333333333;0.0
0.3428569621875;0.03585137114583334
0.192869290078125;0.09116195992187501
1.2429422890364583;0.9346306276302082
0.5320852083333335;1.3614564583333335
0.06904018601562499;0.9724077306510418
0.0;0.7574166666666667
0.0;0.7643636363636365
0.0;0.1910909090909091
0.0;0.1910909090909091
0.0;0.2866363636363636
0.013208920227272733;0.27342744340909086
0.0173415;0.17374940909090908
0.0;0.09554545454545456
0.0;0.0
0.0;0.09554545454545456
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.30161311363636367;0.5582959772727273
0.11535083295454544;0.36237643977272727
0.07387287909090909;0.3083089390909091
0.03937284863636364;0.15171806045454544
0.02250883704545455;0.07303661750000001
0.0;0.0
0.1309211590909091;0.7289879318181819
0.01678399227272727;0.17430691681818183
0.0;0.09554545454545456
0.0;0.0
0.0;0.33675
0.0;0.0
0.0;0.05612500000000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.05612500000000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.4880172413793103
0.0;0.0
0.0;0.7808275862068965
0.0;0.7808275862068965
0.0;0.7808275862068965
0.0;0.2928103448275862
0.0;0.09760344827586208
0.0;0.09760344827586208
0.0;0.19520689655172416
0.0;0.09760344827586208
0.0;0.09760344827586208
0.0;0.4880172413793103
0.0;0.19520689655172416
0.0;0.09760344827586208
0.0;0.2928103448275862
0.0;0.4880172413793103
0.0;0.3904137931034483
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.07466666666666702
0.0;0.0373333333333333
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.19458333333333333
0.0;0.58375
0.0;0.19458333333333333
0.0;0.09729166666666668
0.0;0.09729166666666668
0.07843386614583332;0.6026078005208333
0.1401;0.24906666666666671
0.0;0.0
0.0;0.0
0.04378927656250001;0.05350239010416668
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.06985969165492958;0.0290276322887324
0.14317252866197183;0.054602119225352116
0.5502508503169014;0.14196041728873243
0.4687469290492958;0.02568969066901408
1.1827408491549296;0.003907038169014122
0.8899859154929577;0.0
3.362169014084507;0.0
3.263281690140845;0.0
2.3732957746478873;0.0
2.3732957746478873;0.0
3.0655070422535213;0.0
0.7910985915492958;0.0
0.3955492957746479;0.0
0.19777464788732396;0.0
1.0877605633802818;0.0
0.3955492957746479;0.0
3.362169014084507;0.0
3.757718309859155;0.0
0.0;0.0
0.0;0.0
0.09888732394366198;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.4867676767676768;0.0
2.239131313131313;0.0
1.4603030303030302;0.0
0.4867676767676768;0.0
0.6814747474747475;0.0
2.6285454545454545;0.0
0.0;0.0
4.478262626262626;0.0
0.09735353535353536;0.0
1.7523636363636363;0.0
0.0;0.0
0.19470707070707072;0.0
0.09735353535353536;0.0
0.09735353535353536;0.0
0.0;0.0
0.38941414141414143;0.0
1.6812403074242424;0.1684768642929292
0.8197776136363637;0.05640420454545451
0.4867676767676768;0.0
0.6814747474747475;0.0
0.292060606060606;0.0
0.0;0.0
0.0;0.0
0.27130057725;0.023217604568181806
0.17846181968181818;0.017883634863636356
0.08225647386363637;0.015916253409090905
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.17765974850000002;0.01868570604545454
0.59346174475;0.09374734615909089
0.7717848954545454;0.11176965000000005
1.4022121080681818;0.0703788010227273
1.9634545454545456;0.0
1.767109090909091;0.0
1.865281818181818;0.0
0.19634545454545455;0.0
0.0;0.0
0.0;0.0
1.1780727272727272;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.249;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.083;0.0
0.166;0.0
0.415;0.0
0.166;0.0
0.166;0.0
0.332;0.0
0.166;0.0
0.166;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.317973;0.014027000000000005
0.5851803430165289;0.0024725495454545636
0.2736016374173554;0.020224808863636354
0.526169708677686;0.06148318388429751
0.0;0.0
0.0;0.0
1.2732479338842975;0.0
0.39176859504132233;0.0
0.19588429752066117;0.0
0.19588429752066117;0.0
0.39176859504132233;0.0
0.39176859504132233;0.0
0.09794214876033058;0.0
0.19588429752066117;0.0
0.39176859504132233;0.0
0.0;0.0
0.4897107438016529;0.0
1.1753057851239668;0.0
0.5876528925619835;0.0
1.2732479338842975;0.0
1.9588429752066117;0.0
1.2732479338842975;0.0
0.0;0.0
0.09266967803719009;0.0052724707231404915
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09320560747663552;0.0
0.0;0.0
0.09320560747663552;0.0
0.0;0.0
0.186411214953271;0.0
0.09320560747663552;0.0
0.0;0.0
0.0;0.0
0.09320560747663552;0.0
0.4660280373831776;0.0
0.8388504672897196;0.0
3.54181308411215;0.0
1.957317757009346;0.0
0.9320560747663551;0.0
0.0;0.0
0.0;0.0
1.6777009345794391;0.0
1.664502590673575;0.0
0.489559585492228;0.0
0.2937357512953368;0.0
0.0;0.0
0.0;0.0
1.4686787564766839;0.0
0.6853834196891192;0.0
0.0;0.0
0.0;0.0
0.1958238341968912;0.0
0.7832953367875648;0.0
2.9373575129533678;0.0
4.014388601036269;0.0
0.5874715025906736;0.0
0.1958238341968912;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.489559585492228;0.0
0.3916476683937824;0.0
3.5248290155440416;0.0
1.0770310880829017;0.0
0.0979119170984456;0.0
0.0;0.0
0.08933333333333301;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.08933333333333301;0.0
0.26799999999999996;0.0
0.17866666666666703;0.0
0.08933333333333301;0.0
0.08933333333333301;0.0
0.09076470588235294;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09076470588235294;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.3630588235294118;0.0
0.7261176470588235;0.0
0.8168823529411765;0.0
0.9984117647058821;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.063;0.0
0.504;0.0
0.0;0.0
0.252;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.04751715000000001;0.01608285
0.0;0.0
0.0;0.0
0.20160118800000001;0.052798811999999994
0.04087095;0.02272905
0.060907494;0.066292506
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.011628146999999998;0.051971853000000005
0.003423746999999997;0.060176253000000006
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.38912
0.0;0.0
0.0;0.29184
0.0;0.09728
0.0;0.19456
0.0;0.19456
0.0;0.19456
0.0;0.19456
0.0;0.19456
0.0;0.29184
0.0;0.19456
0.0;0.0
0.0;0.09728
0.0;0.09728
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.245
0.0;0.19730769230769232
0.0;0.5919230769230769
0.0;0.5919230769230769
0.0;0.7892307692307693
0.0;0.39461538461538465
0.0;0.4932692307692308
0.0;0.5919230769230769
0.0;0.5919230769230769
0.0;0.39461538461538465
0.0;0.0
0.0;0.0
0.0;0.19730769230769232
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.09865384615384616
0.0;0.19730769230769232
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.20980000000000001;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
1.049;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.8392000000000001;0.0
0.13165384615384598;0.0
0.9654615384615401;0.0
0.043884615384615404;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.05251351351351351;0.0
0.787702702702703;0.0
1.05027027027027;0.0
0.05251351351351351;0.0
0.0711388888888889;0.0
0.569111111111111;0.0
1.138222222222222;0.0
0.2134166666666667;0.0
0.42683333333333295;0.0
0.0711388888888889;0.0
0.0;0.0
0.0;0.0
0.0711388888888889;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.02133750000000001;0.0036625000000000004
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.29917391304347796;0.0
0.042739130434782606;0.0
0.0;0.0
0.0;0.0
0.641086956521739;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.049625000000000016;0.00037500000000000326
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
