Rain [mm/h];Snow [mm/h]
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.05000000000000002;0.0
0.024875000000000008;0.0
0.0;0.0
0.0;0.0
0.17412499999999997;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.32076923076923103;0.0
0.44907692307692293;0.0
0.0641538461538462;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
1.843476923076923;0.0
0.790061538461538;0.0
0.0877846153846154;0.0
0.0877846153846154;0.0
2.896892307692308;0.0
0.1345;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.20174999999999998;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.06725;0.0
0.06725;0.0
0.0;0.0
0.20174999999999998;0.0
0.06725;0.0
0.0;0.0
0.0;0.0
0.06725;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.094;0.0
0.752;0.0
2.068;0.0
1.88;0.0
0.752;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.376;0.0
0.47;0.0
0.0;0.0
0.0;0.0
0.188;0.0
0.282;0.0
0.846;0.0
0.24647998499999998;0.03552001499999998
0.0809575;0.013042500000000004
0.0;0.0
0.12398415562500004;0.0017658443749999952
0.31073375156249994;0.0036412484375000155
0.06109092187500001;0.001784078125000003
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.04506662500000001;0.004933375000000003
0.5925176470588235;0.0
0.6912705882352941;0.0
0.35101782317647057;0.2414998238823529
0.0;0.0
0.3039738970588235;0.18979080882352942
0.2934616464705882;0.6940677652941176
0.13838644658823535;0.6516370828235295
0.0;0.0
0.05090714117647058;0.3441046235294118
0.01845050576470589;0.1790553765882353
0.0279838678235294;0.26827495570588233
0.1680651617647059;0.5232054264705882
0.05216624117647059;0.1453396411764706
0.0;0.0
0.0352548;0.0634981411764706
0.45564607058823525;0.7293892235294116
0.22910731729411762;0.3634103297647059
0.14959391788235293;0.24541784682352946
0.03677732347058824;0.061975617705882356
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.03056823229411765;0.06818470888235294
0.012028747500000003;0.0409712525
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.005822937500000002;0.019177062500000005
0.0;0.0
0.0;0.0
0.0;0.0
0.056956515000000006;0.042690543823529416
0.0;0.0
0.06301007382352941;0.036636985000000004
0.2757403517647059;0.12284788352941177
0.5220170611764706;0.2751594094117647
0.41372213235294114;0.2838072794117647
0.12194308823529412;0.07735102941176472
0.13357688235294118;0.06571723529411765
0.7381886502941177;0.35792899676470585
1.1033599952941178;0.490992945882353
1.2706509652941176;0.5229960935294117
0.5681536494117648;0.22902282117647058
0.0;0.0
0.14752747058823532;0.05176664705882354
0.298144;0.10044423529411765
0.2764209411764706;0.12216729411764707
0.18418513235294118;0.11475604411764703
0.0;0.0
0.14776438147058824;0.15117679499999997
0.14080129411764705;0.15813988235294116
0.0;0.0
0.0;0.0
0.039929323823529414;0.05971773500000001
0.1496529423529412;0.2489352929411765
0.10163267499999999;0.188367325
0.16430965;0.41569035
0.08104267500000001;0.20895732499999997
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.029877795000000002;0.024122205000000004
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.022567727272727246;0.4537959090909091
0.031360923636363634;0.34972998545454553
0.004735769090909093;0.09053695818181819
0.003421958181818186;0.09185076909090908
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.024140636250000003;0.06235936375000001
0.015184426250000006;0.07131557375
0.006811874999999999;0.07968812500000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.08650000000000001
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.44121;0.22728999999999996
0.067255875;0.028244124999999995
0.0;0.0
0.0;0.0
0.1659154925;0.025084507499999992
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.18008151881355938;0.007511701525423728
0.354019359661017;0.021167081016949158
0.09379661016949153;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.7503728813559323;0.0
1.1255593220338982;0.0
1.1255593220338982;0.0
0.9379661016949153;0.0
0.0;0.0
0.18759322033898312;0.0
0.0;0.0
0.18759322033898312;0.0
0.37518644067796614;0.0
0.18759322033898312;0.0
0.5640983606557377;0.0
0.8461475409836067;0.0
1.2222131147540984;0.0
0.6581147540983606;0.0
0.9373034856557376;0.0028604487704918585
0.9350329897540983;0.005130944672131151
0.25934422131147544;0.022704959016393453
0.0;0.0
0.07051229508196721;0.02350409836065574
0.0;0.0
0.0;0.0
0.16256233565573772;0.0254704512295082
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.2505;0.0
0.501;0.0
0.0;0.0
0.0;0.0
0.2505;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0835;0.0
0.0;0.0
0.2505;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.15700000000000003;0.0
0.942;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.05000000000000002;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09920000000000001;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.024800000000000003;0.0
0.0;0.0
0.0;0.0
0.09457894736842105;0.0
0.3783157894736842;0.0
0.0;0.0
0.2837368421052632;0.0
0.0;0.0
0.1891578947368421;0.0
0.3783157894736842;0.0
0.1891578947368421;0.0
0.2837368421052632;0.0
0.8512105263157895;0.0
0.4728947368421053;0.0
0.3783157894736842;0.0
0.09457894736842105;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.18354285714285712;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.09177142857142857;0.0
0.18354285714285712;0.0
0.09177142857142857;0.0
0.7341714285714287;0.0
0.7341714285714287;0.0
0.7341714285714287;0.0
0.4588571428571429;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.1592;0.0
0.398;0.0
0.1592;0.0
0.23879999999999998;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0796;0.0
0.0796;0.0
0.0796;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.7429565217391304;0.0
0.2786086956521739;0.0
0.3714782608695652;0.0
0.3714782608695652;0.0
0.7429565217391304;0.0
1.578782608695652;0.0
0.7429565217391304;0.0
0.4643478260869565;0.0
0.0928695652173913;0.0
0.1857391304347826;0.0
0.8358260869565217;0.0
0.8515531914893617;0.0
0.2838510638297872;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.08909375265957446;0.005523268617021283
0.0;0.0
0.08493060372340425;0.009686417553191488
0.08497791223404255;0.009639109042553185
0.0;0.0
0.0;0.0
0.0;0.0
0.09461702127659574;0.0
0.5805227340425532;0.08179641489361698
0.07749536164893617;0.017121659627659574
0.14488231382978725;0.04435172872340426
0.5878548435638298;0.26369834792553193
0.4586962228723404;0.487473989893617
0.015970643563829788;0.07864637771276596
0.01073903191489362;0.08387798936170213
0.0;0.0
0.0;0.0
0.003369500000000002;0.0886305
0.004285589999999997;0.08771441
0.003380999999999995;0.088619
0.00148741;0.09051259
0.0;0.092
0.0;0.368
0.0012038200000000013;0.18279618
0.0;0.0
0.0;0.27599999999999997
0.005520000000000005;0.17848
0.0;0.0
0.0;0.0
0.030451769999999982;0.24554822999999998
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.042277935;0.04895283423076923
0.0;0.0
0.0;0.0
0.0;0.0
0.0;0.0
0.1074242307692308;0.07503730769230771
0.0;0.0
0.12753286076923082;0.054928677692307706
0.2375804323076923;0.1273426446153846
0.10867865384615387;0.07378288461538464
0.09588353846153848;0.08657800000000003
0.0;0.0
0.050081177126168226;0.04951695371495327
0.10603864397196262;0.09315761771028037
0.10548288640186917;0.09371337528037382
0.3233702313084112;0.27421855373831777
0.09696724621495328;0.10222901546728973
0.0;0.0
0.17418019915887853;0.2242123242056075
0.14267432242990655;0.15612007009345794
0.10091780607476636;0.09827845560747664
0.9168505934579438;0.7763176308411215
1.3739253395327102;1.4148223240186915
0.3655002406542056;0.5308829369158878
0.04638359651869159;0.05321453432242992
0.03149790887850467;0.06810022196261684
0.015022635070093462;0.08457549577102803
0.0;0.398392523364486
0.0;0.0
0.0;0.0
0.0;0.0
