AET [mm/h]
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00631016328604138
0.0156431575020645
0.0233714897559094
0.0287023942138764
0.0310890311726272
0.0302865814168127
0.0263773595686276
0.019762370322979
0.0111201737225762
0.00133727903848566
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00806953082224121
0.0207013292868632
0.0311878832799618
0.0384424885775089
0.0417133624465221
0.0406615496446924
0.0353960477908166
0.0264625121220681
0.0147867101454011
0.00157858588392464
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00817943526539487
0.0213593120784582
0.0322953418166249
0.0398386682691319
0.0431968468603639
0.0420170928573089
0.0364233422537449
0.0270032319961896
0.0147463673101753
0.000940361292607702
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0229291284385152
0.0622265727963698
0.0949419744891376
0.117614847745701
0.127846959586025
0.124556003952416
0.108090083101129
0.0801908869355712
0.0438094650030835
0.00279407795205177
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0151849290643161
0.0420497557087314
0.0644205563802008
0.0799064739248908
0.086852466250695
0.0845161873107954
0.0731473246018015
0.0539609140599735
0.0290074842995518
0.000953908399043725
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0112571729332664
0.0333120856037042
0.0517318845918801
0.0645065467451463
0.0702420630022855
0.0683125568009835
0.0589285815864915
0.0431141445945621
0.0225949641416805
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00727104879207306
0.022610625698923
0.0354568367236388
0.0443930778009359
0.0484339131930621
0.0471337435063426
0.0406359437530844
0.0296570528044115
0.0154077577275286
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00952686245708742
0.0322168277992858
0.0512781656420324
0.0645639701787268
0.0705778421985422
0.0686424306747034
0.0589757237816487
0.0426664965744459
0.0215516806935273
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0107057034962162
0.0373425495143566
0.0597434814643087
0.07536747244723
0.0824422309600897
0.0801652389771131
0.068794784764615
0.0496206642145952
0.0248178741614755
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0051183038206553
0.0214881480592735
0.035349654888553
0.0450847539176076
0.0495570553090798
0.048244501933843
0.0413003097285978
0.0295350826150041
0.014322189727386
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.0103950333208188
0.0456308379397685
0.0754819897062667
0.0964259127315995
0.105991125886958
0.103048889166092
0.0879464002990222
0.0624658237917897
0.0296139871576848
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00644066630208584
0.0375502782649393
0.0641141230467806
0.0829164307681216
0.0916810288593766
0.0893468912989305
0.0761965844593514
0.0538220601453589
0.0249319368550555
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00838723853670289
0.0526288170237181
0.0904521917958112
0.117244716432225
0.129738981728681
0.126411283667573
0.107667442582052
0.0757933124450998
0.0346760157881372
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00398141907318362
0.0297066537714194
0.0517686994125883
0.0674470394150822
0.0748083451727231
0.0729448788128915
0.0620864282352974
0.0435719714897276
0.0196845646170868
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00329021195017068
0.0272313676915444
0.0477895369542197
0.0624107529514304
0.069278603941358
0.0675398883037308
0.0574106088320561
0.0401491384395046
0.0178998909359852
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.00482094330178496
0.0449527579230026
0.0794582548966656
0.104018702836079
0.115560099431751
0.112637915663795
