Interception [mm/h]
0
0
0
0.00555339805825243
0.0222135922330097
0.0499805825242718
0.0721941747572815
0.0888543689320388
0.111067961165049
0.0833009708737864
0.0444271844660194
0.0111067961165049
0.0444271844660194
0.0222135922330097
0
0
0
0.00555339805825243
0.0111067961165049
0
0
0
0
0
0
0.0371176470588235
0
0
0
0
0
0
0
0
0
0
0.111352941176471
0
0
0
0
0
0
0
0
0
0
0.482529411764706
0.076551724137931
0.0102068965517241
0
0
0
0.00510344827586207
0.00510344827586207
0.0102068965517241
0.00510344827586207
0
0.00510344827586207
0
0.0204137931034483
0.0306206896551724
0.0255172413793103
0.0561379310344828
0
0
0
0
0.0102068965517241
0.0357241379310345
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.15
0.075125
0
0
0.525875
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.179230769230769
0.250923076923077
0.0358461538461538
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.256523076923077
0.109938461538462
0.0122153846153846
0.0122153846153846
0.403107692307692
0.0655
0
0
0
0
0
0.09825
0
0
0
0
0.03275
0.03275
0
0.09825
0.03275
0
0
0.03275
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.006
0.048
0.132
0.12
0.048
0
0
0
0
0.024
0.03
0
0
0.012
0.018
0.054
0.018
0.006
0
0.07425
0.185625
0.037125
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.15
0.00748235294117647
0.00872941176470588
0.00748235294117647
0
0.00623529411764706
0.0124705882352941
0.00997647058823529
0
0.00498823529411765
0.00249411764705882
0.00374117647058823
0.00872941176470588
0.00249411764705882
0
0.00124705882352941
0.0149647058823529
0.00748235294117647
0.00498823529411765
0.00124705882352941
0
0
0
0
0.00124705882352941
0.047
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.075
0
0
0
0.000352941176470588
0
0.000352941176470588
0.00141176470588235
0.00282352941176471
0.00247058823529412
0.000705882352941177
0.000705882352941177
0.00388235294117647
0.00564705882352941
0.00635294117647059
0.00282352941176471
0
0.000705882352941177
0.00141176470588235
0.00141176470588235
0.00105882352941176
0
0.00105882352941176
0.00105882352941176
0
